contig	subject	pct_id	aln_len	mismatches	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	subject_title	pct_cov_of_ref	db
contig_9	card~~~KPC-49~~~MN619655.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-49~~~MN619655.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-49 [Escherichia coli] Accession: WP_197749402.1.	100.0	card
contig_9	card~~~KPC-46~~~MN267701.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-46~~~MN267701.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant class A extended-spectrum beta-lactamase kpc-46 [Klebsiella pneumoniae] Accession: WP_148044421.1.	100.0	card
contig_9	card~~~KPC-39~~~MK118771.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-39~~~MK118771.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-39 [Klebsiella pneumoniae] Accession: WP_128268237.1.	100.0	card
contig_9	card~~~KPC-38~~~MK098861.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-38~~~MK098861.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-38 [Klebsiella pneumoniae] Accession: WP_123002101.1.	100.0	card
contig_9	card~~~KPC-36~~~MH593787.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-36~~~MH593787.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-36 [Klebsiella pneumoniae] Accession: WP_114699267.1.	100.0	card
contig_9	card~~~KPC-31~~~MAPH01000113.1:8511-9393~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-31~~~MAPH01000113.1:8511-9393~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase kpc-31 [Klebsiella] Accession: WP_073668892.1.	100.0	card
contig_9	card~~~KPC-27~~~KX828722.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-27~~~KX828722.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-27 [Klebsiella pneumoniae] Accession: WP_077064886.1.	100.0	card
contig_9	card~~~KPC-232~~~PQ117762.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-232~~~PQ117762.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-232.	100.0	card
contig_9	card~~~KPC-231~~~PQ117760.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-231~~~PQ117760.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-231.	100.0	card
contig_9	card~~~KPC-23~~~MH450213.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-23~~~MH450213.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-23 [Klebsiella pneumoniae] Accession: WP_111672911.1.	100.0	card
contig_9	card~~~KPC-2~~~AY034847.1:5-887~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-2~~~AY034847.1:5-887~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-2 is a beta-lactamase found in Klebsiella pneumoniae and Pseudomonas aeruginosa.	100.0	card
contig_9	card~~~KPC-184~~~OR282801.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-184~~~OR282801.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-184.	100.0	card
contig_9	card~~~KPC-178~~~OQ926587.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-178~~~OQ926587.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant class A beta-lactamase KPC-178.	100.0	card
contig_9	card~~~KPC-149~~~OP778041.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-149~~~OP778041.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-149.	100.0	card
contig_9	card~~~KPC-130~~~ON794466.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-130~~~ON794466.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Class A beta-lactamase KPC-130.	100.0	card
contig_9	card~~~KPC-125~~~NG_080778.1:100-982~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-125~~~NG_080778.1:100-982~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-125 is a KPC-type class A beta-lactamase. KPC-125 is a variant of KPC-3, differing by a D179A polymorphism within the omega-loop region.	100.0	card
contig_9	card~~~KPC-122~~~OM933720.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-122~~~OM933720.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-122.	100.0	card
contig_9	card~~~KPC-10~~~GQ140348.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.887	882	1	0	76689	77570	1	882	0.0	1624	79498	882	card~~~KPC-10~~~GQ140348.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-10 is a beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_9	card~~~KPC-99~~~OK086803.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-99~~~OK086803.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-99 is a KPC class A beta-lactamase.	100.0	card
contig_9	card~~~KPC-96~~~OK086970.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-96~~~OK086970.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-96 is a KPC beta-lactamase.	100.0	card
contig_9	card~~~KPC-95~~~MZ646141.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-95~~~MZ646141.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-95 is a chromosome-encoded carbapenemase found in Klebsiella pneumonia.	100.0	card
contig_9	card~~~KPC-88~~~MZ067231.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-88~~~MZ067231.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant extended-spectrum class A beta-lactamase KPC-88.	100.0	card
contig_9	card~~~KPC-86~~~MZ067229.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-86~~~MZ067229.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-86 is a chromosome-encoded carbapenemase found in Klebsiella pneumonia.	100.0	card
contig_9	card~~~KPC-84~~~MW657985.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-84~~~MW657985.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-84.	100.0	card
contig_9	card~~~KPC-83~~~MW581775.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-83~~~MW581775.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-83 is a KPC beta-lactamase.	100.0	card
contig_9	card~~~KPC-78~~~NG_071204.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-78~~~NG_071204.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-78 is a KPC beta-lactamase.	100.0	card
contig_9	card~~~KPC-77~~~NG_070897.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-77~~~NG_070897.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-77 is a KPC beta-lactamase.	100.0	card
contig_9	card~~~KPC-75~~~NG_070743.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-75~~~NG_070743.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-75 is a KPC beta-lactamase.	100.0	card
contig_9	card~~~KPC-72~~~NG_070740.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-72~~~NG_070740.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-72 is a KPC beta-lactamase.	100.0	card
contig_9	card~~~KPC-70~~~MT809701.1:38090-37208~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-70~~~MT809701.1:38090-37208~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant extended-spectrum class A beta-lactamase KPC-70.	100.0	card
contig_9	card~~~KPC-60~~~NG_070179.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-60~~~NG_070179.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-60 is a KPC beta-lactamase.	100.0	card
contig_9	card~~~KPC-6~~~EU555534.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-6~~~EU555534.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-6 is a beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_9	card~~~KPC-59~~~NG_070178.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-59~~~NG_070178.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-59 is a KPC beta-lactamase.	100.0	card
contig_9	card~~~KPC-57~~~MT358626.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-57~~~MT358626.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase kpc-57 [Klebsiella pneumoniae] Accession: WP_171476789.1.	100.0	card
contig_9	card~~~KPC-55~~~MT028409.1:14912-15794~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-55~~~MT028409.1:14912-15794~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-55 [Klebsiella pneumoniae] Accession: WP_168247883.1.	100.0	card
contig_9	card~~~KPC-54~~~MN854706.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-54~~~MN854706.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-54 [Klebsiella pneumoniae] Accession: WP_160164839.1.	100.0	card
contig_9	card~~~KPC-5~~~EU400222.2:2159-3041~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-5~~~EU400222.2:2159-3041~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-5 is a beta-lactamase found in Klebsiella pneumoniae and Pseudomonas aeruginosa.	100.0	card
contig_9	card~~~KPC-48~~~MN422013.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-48~~~MN422013.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant extended-spectrum class A beta-lactamase KPC-48.	100.0	card
contig_9	card~~~KPC-47~~~MN422012.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-47~~~MN422012.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant extended-spectrum class A beta-lactamase KPC-47.	100.0	card
contig_9	card~~~KPC-45~~~MN104596.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-45~~~MN104596.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-45 [Enterobacter cloacae] Accession: WP_148044420.1.	100.0	card
contig_9	card~~~KPC-43~~~MK628511.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-43~~~MK628511.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-43 [Klebsiella pneumoniae] Accession: WP_136512071.1.	100.0	card
contig_9	card~~~KPC-42~~~MK467612.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-42~~~MK467612.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-42 [Klebsiella pneumoniae] Accession: WP_136512070.1.	100.0	card
contig_9	card~~~KPC-35~~~MH404098.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-35~~~MH404098.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-35 [Klebsiella pneumoniae] Accession: WP_111273852.1.	100.0	card
contig_9	card~~~KPC-33~~~CP025144.1:87792-88674~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-33~~~CP025144.1:87792-88674~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant class A extended-spectrum beta-lactamase kpc-33 [Klebsiella pneumoniae] Accession: WP_101140102.1.	100.0	card
contig_9	card~~~KPC-32~~~MAPO01000050.1:8511-9393~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-32~~~MAPO01000050.1:8511-9393~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase kpc-32 [Klebsiella pneumoniae] Accession: WP_073800284.1.	100.0	card
contig_9	card~~~KPC-30~~~KY646302.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-30~~~KY646302.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase kpc-30 [Klebsiella pneumoniae] Accession: WP_085562399.1.	100.0	card
contig_9	card~~~KPC-26~~~KX619622.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-26~~~KX619622.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase kpc-26 [Klebsiella pneumoniae] Accession: WP_068981634.1.	100.0	card
contig_9	card~~~KPC-24~~~KR052099.1:5211-6093~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-24~~~KR052099.1:5211-6093~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam A KPC class A beta-lactamase and carbapenemase identified from Chilean isolates of Klebsiella pneumoniae.	100.0	card
contig_9	card~~~KPC-236~~~PQ394549.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-236~~~PQ394549.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-236.	100.0	card
contig_9	card~~~KPC-224~~~PP728767.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-224~~~PP728767.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-224.	100.0	card
contig_9	card~~~KPC-223~~~PP701811.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-223~~~PP701811.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-223.	100.0	card
contig_9	card~~~KPC-215~~~PP194263.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-215~~~PP194263.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-215.	100.0	card
contig_9	card~~~KPC-214~~~PP194261.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-214~~~PP194261.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-214.	100.0	card
contig_9	card~~~KPC-213~~~PP194260.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-213~~~PP194260.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-213.	100.0	card
contig_9	card~~~KPC-212~~~PP194259.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-212~~~PP194259.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-212.	100.0	card
contig_9	card~~~KPC-21~~~NG_049254.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-21~~~NG_049254.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-21 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.	100.0	card
contig_9	card~~~KPC-195~~~OR590804.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-195~~~OR590804.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-195.	100.0	card
contig_9	card~~~KPC-19~~~KJ775801.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-19~~~KJ775801.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-19 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.	100.0	card
contig_9	card~~~KPC-182~~~OR282796.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-182~~~OR282796.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-182.	100.0	card
contig_9	card~~~KPC-181~~~OR282795.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-181~~~OR282795.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-181.	100.0	card
contig_9	card~~~KPC-180~~~OR206047.1:1-883~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-180~~~OR206047.1:1-883~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-180.	100.0	card
contig_9	card~~~KPC-18~~~KP681699.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-18~~~KP681699.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-18 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.	100.0	card
contig_9	card~~~KPC-176~~~OR687591.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-176~~~OR687591.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-176.	100.0	card
contig_9	card~~~KPC-172~~~OQ856771.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-172~~~OQ856771.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant extended-spectrum class A beta-lactamase KPC-172.	100.0	card
contig_9	card~~~KPC-170~~~OR449906.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-170~~~OR449906.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant extended-spectrum class A beta-lactamase KPC-170.	100.0	card
contig_9	card~~~KPC-17~~~KC465200.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-17~~~KC465200.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam KPC-17 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.	100.0	card
contig_9	card~~~KPC-168~~~OR568564.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-168~~~OR568564.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-168.	100.0	card
contig_9	card~~~KPC-165~~~OQ579141.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-165~~~OQ579141.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-165.	100.0	card
contig_9	card~~~KPC-158~~~OQ305823.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-158~~~OQ305823.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-158.	100.0	card
contig_9	card~~~KPC-157~~~JAPQEX020000004.1:57056-57938~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-157~~~JAPQEX020000004.1:57056-57938~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-157.	100.0	card
contig_9	card~~~KPC-156~~~OQ390084.1:286-1168~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-156~~~OQ390084.1:286-1168~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-156.	100.0	card
contig_9	card~~~KPC-147~~~OP696904.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.773	882	2	0	76689	77570	1	882	0.0	1618	79498	882	card~~~KPC-147~~~OP696904.1:0-882~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam Carbapenem-hydrolyzing class A beta-lactamase KPC-147.	100.0	card
